2203,2739,43.627364,-70.289248
2276,2883,44.351642,-69.803773
2222,2935,45.061744,-68.878893
2240,1243,42.360027,-71.054495
2233,1257,42.347207,-71.086095
2224,1301,42.380442,-71.132947
2256,1307,42.368673,-71.083596
2249,1491,41.979405,-70.744813
2242,1515,42.343097,-71.123046
2255,1569,42.294546,-71.299201
2227,1639,41.829813,-70.138834
2274,1771,41.639261,-71.007578
6902,279,18.419069,-66.062319
2311,451,42.198291,-72.64207
9794,451,42.198291,-72.64207
2340,541,42.049194,-72.567882
2918,811,42.255642,-71.819961
2269,951,42.446396,-71.459405
2226,959,42.446396,-71.459405
2282,1025,42.73184,-71.186915
2283,1085,42.513295,-70.905893
9246,1871,41.487552,-71.327084
2270,1953,41.819459,-71.4115
2277,1979,41.853899,-71.497804
2237,1985,41.7693,-71.471353
2260,2055,42.872045,-71.196195
2246,2069,42.942463,-71.463761
2252,2395,43.009222,-70.950742
2220,1127,42.536996,-70.973646
2278,1151,42.076501,-71.470464
2279,1155,42.179146,-71.121185
822,1159,42.244733,-71.181141
7809,1177,42.212105,-70.884989
7808,1177,42.212105,-70.884989
1227,7277,40.754757,-73.601772
9499,7309,40.761884,-73.911642
7802,7309,40.761884,-73.911642
7126,7337,40.622459,-74.028749
747,7347,40.599523,-73.998594
705,7385,40.610947,-73.913892
8934,7385,40.610947,-73.913892
722,7625,40.635252,-73.636923
7155,7719,40.842247,-73.280935
723,7755,40.814348,-73.363363
730,7771,40.85185,-73.129003
7137,7811,40.922326,-72.637078
5420,3773,44.507404,-73.151384
9715,3773,44.507404,-73.151384
5422,3777,44.448119,-73.098238
774,7855,40.754757,-73.601772
7237,7441,40.756745,-73.803301
706,7467,40.73509,-73.877562
9591,7467,40.73509,-73.877562
738,7471,40.723041,-73.843688
7468,7497,40.658825,-73.84382
7144,7497,40.658825,-73.84382
715,7567,40.726801,-73.639723
7136,7615,40.668501,-73.553628
2312,4677,41.343773,-72.951273
2336,4715,41.470921,-73.240839
2315,4761,41.372723,-72.938747
2313,4817,41.259996,-73.206957
9793,4935,41.376242,-73.471416
9797,4953,41.042746,-73.62617
2322,4965,41.126146,-73.442423
2333,4993,41.308201,-73.494637
7037,4999,41.144496,-73.343261
2339,5011,41.209695,-73.439165
2314,5013,41.054082,-73.536216
7154,5089,40.82655,-73.978082
9558,5121,40.787006,-74.325993
7133,5129,40.8034,-74.19448
753,5189,40.74055,-74.334443
9492,5205,40.652851,-74.346764
7132,5205,40.652851,-74.346764
710,5215,40.553254,-74.288023
7146,5307,40.732728,-74.037168
7130,5307,40.732728,-74.037168
784,5363,40.982247,-74.11207
754,5385,40.948689,-74.241168
757,5495,40.944997,-74.068964
725,5495,40.944997,-74.068964
708,5495,40.944997,-74.068964
9550,5495,40.944997,-74.068964
9448,5495,40.944997,-74.068964
762,5515,41.011453,-74.021278
798,5519,40.325361,-74.107943
717,5551,40.30466,-74.073433
7127,5557,40.236423,-74.306284
7135,5651,40.881248,-74.489349
2329,4177,41.757944,-72.728272
2305,4219,41.726769,-72.829543
8966,4219,41.726769,-72.829543
7159,4283,41.834198,-72.564632
7157,4283,41.834198,-72.564632
2316,4583,41.456698,-72.126498
676,5747,40.782111,-74.683861
603,5803,39.908663,-75.010307
657,5893,39.892263,-74.94075
615,5901,40.054255,-74.840115
641,6203,40.343625,-74.693953
7143,6335,40.161392,-74.043772
662,6365,40.598702,-74.607518
704,6863,40.591006,-74.150741
9573,6863,40.591006,-74.150741
7034,6879,40.864728,-73.889855
7028,6977,41.090197,-73.755284
780,7039,40.992686,-73.799476
776,7061,41.287329,-73.790284
7030,7063,41.031397,-73.769626
714,7093,40.922938,-73.861941
7205,7105,40.967946,-73.84736
7025,7167,41.370586,-74.354017
7353,7239,41.100622,-73.970482
7031,7239,41.100622,-73.970482
727,6415,40.527054,-74.350393
647,6445,40.765309,-74.98743
763,6513,40.750422,-73.996328
770,6517,40.730223,-73.988564
7242,6517,40.730223,-73.988564
7246,6533,40.740916,-73.999769
767,6533,40.740916,-73.999769
592,6535,40.729124,-73.991582
7233,6545,40.752955,-73.973196
761,6549,40.765926,-73.985443
7243,6549,40.765926,-73.985443
711,6555,40.758775,-73.967842
7236,6557,40.776765,-73.982213
7228,6567,40.776629,-73.953914
7232,6583,40.75953,-73.989847
7226,6583,40.75953,-73.989847
778,6587,40.710223,-74.003368
9474,6587,40.710223,-74.003368
608,5975,39.822013,-75.129669
7370,5975,39.822013,-75.129669
642,6115,39.47204,-74.71588
619,6145,39.392671,-75.025676
3201,10535,42.973715,-77.426906
3203,10605,43.082184,-77.649074
4103,10869,42.21003,-76.836629
4108,10875,42.402794,-76.483999
2118,11141,40.392619,-79.905171
2109,11181,40.548117,-80.236882
2120,11197,40.432205,-80.102101
2111,11251,40.434436,-80.024817
2112,11261,40.434436,-80.024817
2104,11269,40.332266,-80.081026
4107,9383,43.067576,-76.171351
4109,9515,43.067369,-75.290911
4120,9643,44.072542,-76.016589
9406,10267,42.786308,-78.826444
2407,10267,42.786308,-78.826444
2401,10271,42.968507,-78.749153
2409,10279,42.925458,-78.748145
2403,10281,42.974389,-78.794905
9782,8257,42.700345,-73.857496
7005,8257,42.700345,-73.857496
7001,8261,42.719799,-73.820666
5401,9905,42.159206,-75.930931
7128,7877,40.922326,-72.637078
1003,16621,38.983759,-77.079449
1007,16625,38.989586,-77.153801
7009,8933,43.101145,-73.850623
4901,12619,42.182748,-80.064915
6601,13025,40.251914,-77.079091
612,13599,40.076553,-76.31068
7301,13679,41.244348,-76.74048
6607,13813,40.825914,-76.857577
630,13997,40.695731,-75.286528
614,14007,40.656746,-75.504128
6605,13463,40.001615,-76.689918
7426,12819,40.881935,-77.867822
6701,12819,40.881935,-77.867822
636,14733,39.998811,-75.30793
9740,14733,39.998811,-75.30793
609,14763,40.125609,-74.994262
9743,14811,40.289021,-75.065486
605,14839,39.931858,-75.341583
640,14875,39.98596,-75.370934
632,14881,40.161856,-75.10897
9741,14881,40.161856,-75.10897
638,14901,39.952562,-75.166472
643,14905,39.960912,-75.19668
659,15001,39.899412,-75.226976
9753,15089,40.049852,-75.637035
602,15089,40.049852,-75.637035
651,15091,39.902633,-75.483224
616,15233,40.220106,-75.237877
660,15243,40.137759,-75.352751
624,15407,40.338017,-75.978006
621,15417,39.614737,-75.701277
1022,15621,38.914561,-77.075649
1009,15661,38.900659,-77.039914
8983,14381,41.361332,-75.706584
653,14399,41.463118,-75.629099
7355,14491,41.211028,-75.838169
7302,14491,41.211028,-75.838169
645,14609,40.334863,-75.118737
661,14665,40.263042,-74.955535
6687,14665,40.263042,-74.955535
1038,15865,38.981387,-77.472333
1025,15903,38.96146,-77.3418
1078,19169,37.30529,-79.92711
8502,20571,38.354041,-81.639389
1224,18545,37.615276,-77.576641
7156,18549,37.494147,-77.556501
5902,18775,36.846147,-76.097355
5905,18875,37.125384,-76.510952
